Point_ID,Latitude,Longitude,Elevation,Slope,Aspect,Curvature,TRI,TPI,Annual_Precipitation,Monsoon_Precipitation,Max_Daily_Precipitation,Antecedent_Rainfall_7d,Antecedent_Rainfall_15d,Antecedent_Rainfall_30d,Mean_Temperature,Min_Temperature,Max_Temperature,Temperature_Range,Lithology,Fault_Density,Distance_to_Fault,NDVI,Land_Use,Forest_Cover,Distance_to_Road,Road_Density,Slope_Precipitation,Elevation_Slope,Aspect_Relief,Susceptibility_Score,Susceptibility_Class
P_002747,9.985607,96.625928,6736.75,13.49,73.2,-0.017,31.37,-6.31,48.9,35.8,18.2,33.7,258.1,64.1,24.5,21.4,27.6,6.2,8,0.441,5346.8,0.852,1,0.574,1217.0,0.913,0.66,10.27,-0.0162,0.07,0
P_002748,14.110718,69.632298,8766.97,32.14,95.44,-0.0733,5.49,-7.06,407.4,347.3,42.2,9.6,684.8,310.2,17.5,7.2,27.8,20.7,4,1.131,2423.7,0.305,2,0.015,66.8,0.801,13.09,31.84,-0.073,4.82,3
P_002749,26.965308,87.852367,2168.19,2.1,162.75,0.0764,26.6,-7.03,169.9,112.0,109.0,99.9,102.4,510.3,29.3,25.6,32.9,7.3,7,1.464,188.6,0.604,2,0.022,1202.2,0.014,0.36,0.51,0.0226,2.82,2
P_002750,22.110521,79.461163,7812.79,12.89,296.07,0.1412,15.81,13.86,129.7,105.9,39.2,69.6,266.3,1790.2,27.2,15.4,39.1,23.7,3,1.142,2599.1,0.969,2,0.521,2463.7,1.294,1.67,11.38,-0.1269,2.24,1
P_002751,32.560667,86.017224,2093.32,4.14,347.61,-0.0576,37.64,-16.43,2081.3,1505.6,25.2,44.2,98.3,568.0,6.9,-3.6,17.4,21.0,2,0.088,257.4,0.799,1,0.218,588.7,0.218,8.61,0.98,0.0124,4.07,3
P_002752,29.43007,95.638356,228.67,14.79,26.2,-0.1192,10.11,14.26,686.3,592.9,62.9,21.5,231.8,153.3,28.0,23.2,32.8,9.6,1,0.508,1917.5,0.799,2,0.133,52.1,0.563,10.15,0.38,-0.0526,3.29,2
P_002753,26.544457,76.111013,6884.02,10.97,116.27,-0.0532,43.23,-11.41,724.9,493.3,5.7,36.0,61.4,163.6,19.1,15.9,22.2,6.3,1,0.654,405.2,0.809,4,0.124,185.1,0.592,7.95,8.53,-0.0477,3.19,2
P_002754,36.675158,86.913714,3192.54,3.38,81.64,-0.1225,2.47,-8.41,2161.8,1626.5,35.1,178.9,152.9,158.6,32.9,29.6,36.1,6.5,5,0.77,105.2,0.694,1,0.25,102.7,0.7,7.3,1.22,-0.1212,2.9,2
P_002755,17.503062,78.440334,1898.51,24.47,57.61,-0.0454,7.44,-13.71,143.6,108.7,153.5,161.8,39.0,354.3,28.8,24.9,32.8,7.9,1,1.109,562.2,0.421,2,0.178,427.2,0.614,3.51,5.25,-0.0383,5.45,3
P_002756,10.812003,79.976063,3366.5,0.54,112.54,-0.0609,1.01,-1.4,1099.1,727.4,22.5,8.3,21.3,67.1,5.9,-4.2,16.0,20.2,8,0.369,3390.3,0.648,1,0.316,197.4,0.531,0.59,0.21,-0.0562,1.13,1
P_002757,13.207389,68.869337,4057.33,13.34,165.75,-0.3017,13.27,-7.58,3745.4,3189.0,19.5,4.0,390.4,542.3,7.4,-2.0,16.9,19.0,3,0.07,2579.9,0.77,1,0.476,2087.4,0.81,49.96,6.12,-0.0743,3.77,2
P_002758,30.716133,92.167494,7045.39,4.68,275.51,-0.173,31.63,5.43,1093.7,941.2,69.8,4.6,62.1,375.8,18.1,6.1,30.2,24.1,4,1.323,461.1,0.885,7,0.386,367.3,1.148,5.12,3.72,0.1722,0.55,0
P_002759,16.733155,91.436717,8834.2,2.15,229.52,-0.0262,46.27,-2.4,2409.9,1584.4,50.0,91.1,305.5,104.0,23.9,15.3,32.5,17.2,1,0.201,465.0,0.64,3,0.033,1013.3,0.386,5.19,2.15,0.0199,3.68,2
P_002760,13.092306,74.889138,4605.39,29.54,243.07,0.0326,0.9,8.17,1088.0,707.9,126.2,13.1,16.0,414.0,28.8,23.5,34.0,10.5,2,0.221,2903.2,0.639,2,0.131,2123.2,0.233,32.15,15.38,-0.0291,4.27,3
P_002761,11.232898,70.739402,6924.86,15.96,203.93,0.0187,2.38,6.34,758.8,504.2,48.6,20.8,207.1,859.4,7.3,2.2,12.4,10.2,5,0.621,1767.6,0.698,7,0.211,1771.1,0.142,12.11,12.49,-0.0076,2.3,1
P_002762,12.078482,89.76539,6135.19,26.51,270.55,-0.1151,35.73,-2.71,2528.4,1633.0,36.6,39.9,146.6,12.7,15.6,8.3,22.9,14.7,2,0.262,387.2,0.239,3,0.0,3237.2,0.067,67.03,18.38,0.1151,6.47,4
P_002763,20.759272,90.005541,1422.23,18.68,144.07,0.0491,22.53,23.14,782.5,504.1,28.5,139.9,453.9,394.1,29.8,22.2,37.4,15.2,2,0.644,2420.3,0.692,2,0.157,1192.4,0.28,14.61,3.0,0.0288,5.15,3
P_002764,35.198913,78.618244,7981.67,0.93,305.71,0.1039,2.75,-12.8,100.1,61.8,33.2,53.8,76.9,236.2,14.4,3.2,25.6,22.4,4,0.186,1212.8,0.462,1,0.68,1078.8,0.827,0.09,0.84,-0.0844,0.02,0
P_002765,34.126874,70.563857,7956.64,1.88,358.86,-0.0169,25.59,-1.94,129.7,115.3,223.4,32.5,83.7,4.0,33.7,22.0,45.4,23.4,1,0.227,6801.7,0.71,1,0.353,862.0,0.023,0.24,1.69,0.0003,1.59,1
P_002766,8.625958,90.773885,7874.06,24.16,134.65,-0.0592,35.91,2.27,344.6,303.3,20.6,41.4,67.5,401.5,7.9,4.9,10.9,6.1,5,1.456,2723.0,0.797,1,0.545,3446.2,0.192,8.33,21.5,-0.0421,2.32,1
P_002767,11.281808,96.702845,6101.39,0.21,260.05,0.1007,6.69,-9.67,444.9,366.3,70.0,75.2,167.4,150.5,5.7,-0.3,11.7,12.0,1,1.0,2047.6,0.369,3,0.198,1292.1,0.37,0.09,0.15,-0.0991,1.11,1
P_002768,18.548555,76.756745,5535.13,4.84,83.65,-0.0011,42.43,-5.07,107.5,80.6,30.0,203.9,158.3,1144.3,19.5,10.3,28.7,18.3,3,0.194,55.7,0.723,5,0.142,68.6,0.436,0.52,3.03,-0.0011,3.46,2
P_002769,30.377316,79.734404,1371.21,38.63,279.57,0.0729,27.02,-8.43,572.0,471.9,27.6,67.9,346.8,382.3,25.0,21.0,29.1,8.1,2,0.265,232.7,0.605,4,0.4,37.7,0.304,22.1,5.99,-0.0719,6.03,4
P_002770,18.945913,84.008118,1463.15,20.88,244.96,0.0525,36.21,9.26,2681.8,2377.8,50.9,42.8,98.0,333.5,22.3,11.8,32.7,20.8,1,0.418,857.2,0.654,1,0.129,180.7,1.067,55.98,3.45,-0.0475,8.33,4
P_002771,34.801812,74.566458,462.89,39.27,112.3,0.0576,13.36,-5.39,1324.7,810.8,92.1,54.9,127.0,660.7,18.6,15.1,22.2,7.1,4,0.305,1195.8,0.664,1,0.272,202.1,0.004,52.02,2.05,0.0533,5.22,3
P_002772,29.318531,91.788821,6906.98,3.19,161.74,0.0924,3.41,-26.36,2794.9,1692.1,37.8,131.8,124.7,108.8,23.3,10.9,35.7,24.7,1,0.109,1349.1,0.848,6,0.015,861.0,0.189,8.92,2.49,0.029,3.07,2
P_002773,16.195712,79.002458,1027.06,28.81,273.39,-0.1006,1.71,6.56,3061.6,2399.9,95.8,142.3,5.1,666.5,22.4,13.4,31.4,18.0,7,0.005,228.3,0.923,5,0.057,612.9,0.401,88.22,3.34,0.1005,6.57,4
P_002774,8.392138,83.307086,2349.23,5.63,265.82,-0.0359,49.29,20.48,342.8,262.6,5.3,189.9,121.7,179.4,20.4,8.8,32.0,23.3,6,0.083,2922.0,0.408,1,0.254,364.1,0.584,1.93,1.5,0.0358,3.95,2
P_002775,30.773462,73.303842,206.33,15.09,207.68,-0.0097,28.17,-4.99,286.0,179.9,80.8,259.1,118.7,57.5,17.6,12.3,22.9,10.6,3,0.005,4034.3,0.752,1,0.403,57.3,0.285,4.32,0.35,0.0045,3.85,2
P_002776,29.15864,96.551859,5054.16,5.34,74.56,-0.0277,13.11,1.2,1399.8,1026.8,34.7,370.8,103.7,361.7,35.0,25.6,44.3,18.7,4,0.196,7497.7,0.623,3,0.221,2158.9,0.439,7.47,3.05,-0.0267,0.71,0
P_002777,33.817822,75.456522,5609.55,3.69,104.06,0.0741,27.79,-20.82,268.3,164.7,73.9,74.7,75.2,21.7,8.1,1.4,14.9,13.5,3,0.237,1671.8,0.575,1,0.499,983.1,0.311,0.99,2.34,0.0719,1.35,1
P_002778,22.259715,78.070806,4213.76,2.35,35.06,0.0245,20.53,11.72,2364.1,2067.7,53.9,48.8,31.9,2.8,24.4,18.0,30.9,13.0,1,0.163,1265.0,0.607,7,0.599,1071.6,0.723,5.56,1.12,0.0141,3.02,2
P_002779,29.905277,73.578572,1362.96,18.7,332.62,0.0474,28.38,24.44,2539.7,2133.4,80.9,11.3,285.2,584.9,9.0,1.7,16.2,14.4,1,0.253,2048.9,0.733,1,0.145,2655.6,0.321,47.49,2.88,-0.0218,7.08,4
P_002780,23.532496,82.866353,4698.9,25.96,35.57,0.24,5.89,-3.41,1043.9,785.8,12.6,29.8,18.0,488.9,9.5,-0.9,19.8,20.8,7,0.138,603.1,0.834,1,0.515,1545.6,0.449,27.1,13.79,0.1396,2.44,1
P_002781,11.70228,78.367437,6751.95,21.4,43.95,0.1166,23.1,3.07,1043.6,690.8,19.6,106.0,304.1,380.4,16.9,8.6,25.1,16.5,1,0.665,3715.4,0.54,2,0.022,1168.8,0.445,22.34,16.33,0.081,3.59,2
P_002782,9.498532,91.842519,7691.37,11.35,305.44,-0.0534,20.04,-1.4,981.9,814.9,46.1,193.7,549.2,295.3,26.5,19.2,33.8,14.6,8,0.016,2536.0,0.279,1,0.017,450.9,0.472,11.15,9.87,0.0435,2.13,1
P_002783,17.397454,93.426738,8277.36,3.15,235.47,-0.0056,16.77,9.07,2832.9,1918.9,11.6,212.5,200.8,81.8,24.3,13.0,35.5,22.5,1,0.148,1853.8,0.595,1,0.178,1263.8,0.78,8.93,2.95,0.0046,3.23,2
P_002784,10.679219,92.836966,2790.97,2.02,112.09,-0.0752,2.86,-5.1,517.1,456.1,10.5,22.8,164.4,1434.2,32.0,23.6,40.5,16.9,7,0.334,1140.5,0.5,3,0.345,1623.2,0.585,1.05,0.64,-0.0697,1.25,1
P_002785,30.838186,73.255556,421.39,5.13,159.28,0.0731,13.54,-1.34,189.1,162.9,92.3,17.7,10.0,916.9,29.7,17.8,41.5,23.7,3,0.536,3993.1,0.509,5,0.649,944.6,0.39,0.97,0.24,0.0259,1.68,1
P_002786,23.083964,75.079174,5771.94,11.56,212.59,-0.0235,30.09,-6.95,2278.5,1908.3,99.3,66.6,343.2,66.9,22.3,14.3,30.3,16.0,7,0.994,2517.8,0.636,6,0.071,3610.2,0.12,26.33,7.54,0.0127,3.46,2
P_002787,8.496802,92.563795,8492.98,0.49,303.99,0.0073,34.97,-3.75,647.7,461.1,24.1,276.7,338.3,150.6,27.2,18.2,36.3,18.1,7,0.048,2408.9,0.734,2,0.182,25.8,0.614,0.32,0.47,-0.0061,0.95,0
P_002788,16.561502,82.625052,7519.63,8.33,191.84,0.1532,7.9,-3.27,2185.2,1446.7,126.2,44.3,361.4,197.5,9.6,2.0,17.1,15.1,2,0.195,760.0,0.827,3,0.232,303.8,0.325,18.2,7.08,-0.0314,5.52,4
P_002789,31.59138,94.641675,5635.15,10.98,275.24,0.0362,15.94,-0.24,3162.2,2618.1,11.9,24.9,86.1,186.1,5.4,-5.6,16.5,22.1,2,0.871,1318.9,0.609,2,0.166,935.1,0.425,34.73,6.99,-0.0361,3.39,2
P_002790,13.529499,89.568288,8569.68,2.48,98.01,-0.1369,42.75,-5.48,1618.1,1032.1,37.4,11.6,72.9,108.2,26.9,22.9,30.9,8.0,5,0.429,2252.8,0.203,3,0.068,62.7,0.233,4.02,2.41,-0.1356,2.25,1
P_002791,23.831848,71.900254,7581.53,40.14,354.25,0.1062,3.85,-0.24,382.0,302.8,93.4,13.6,0.6,2028.8,18.5,15.3,21.7,6.4,4,0.7,3231.3,0.472,7,0.296,876.9,0.212,15.33,34.39,-0.0106,3.77,2
P_002792,27.289374,81.298788,5892.32,1.93,339.64,-0.0223,26.12,-19.22,650.2,501.1,58.4,20.3,547.0,214.0,23.7,12.1,35.3,23.2,4,0.575,2005.8,0.736,7,0.15,2483.9,0.39,1.26,1.29,0.0077,-0.04,0
P_002793,31.506882,77.599195,4569.11,10.67,266.54,-0.0464,34.21,-17.3,378.2,265.6,62.1,82.6,10.5,283.9,33.7,30.1,37.2,7.2,1,0.551,6328.2,0.453,3,0.121,236.6,0.483,4.03,5.51,0.0463,4.42,3
P_002794,31.003092,89.154573,8469.96,2.78,342.51,0.0852,8.61,4.27,1316.2,1068.6,58.8,75.5,6.6,346.6,16.7,11.5,21.9,10.4,3,0.942,1727.2,0.881,1,0.323,568.9,0.258,3.66,2.67,-0.0256,0.38,0
P_002795,13.890825,89.85987,2692.02,69.69,60.03,0.0006,3.43,-0.74,553.8,407.3,14.3,382.2,84.6,62.5,6.1,0.5,11.7,11.2,7,0.141,1826.2,0.587,4,0.003,1011.4,5.318,38.6,21.2,0.0005,3.49,2
P_002796,31.027189,93.331208,1610.18,15.38,53.65,0.1016,15.01,5.74,219.6,147.4,83.3,79.2,153.8,343.9,19.8,8.6,30.9,22.3,4,0.453,7803.8,0.475,1,0.179,3106.4,0.241,3.38,2.8,0.0818,2.59,2
P_002797,26.84765,71.266948,6691.98,3.82,54.22,-0.1609,39.73,2.24,141.4,116.2,78.2,87.9,86.7,107.8,29.3,25.7,32.8,7.1,8,0.755,2344.8,0.709,3,0.138,301.1,0.666,0.54,2.89,-0.1306,1.86,1
P_002798,35.845882,93.216229,4894.16,11.75,133.02,0.0293,44.94,4.91,1808.4,1545.5,125.6,172.1,337.5,431.9,18.7,10.7,26.8,16.0,4,0.869,618.4,0.677,1,0.263,299.9,0.023,21.24,6.5,0.0214,3.68,2
P_002799,30.76552,86.919053,1250.76,63.54,333.33,-0.0082,10.67,0.41,470.9,290.4,87.8,8.0,46.0,153.6,15.0,9.8,20.1,10.3,8,1.62,1936.7,0.805,3,0.036,162.5,0.137,29.92,8.98,0.0037,6.05,4
P_002800,24.781358,75.559001,4228.27,18.86,355.45,-0.0525,25.63,13.87,1355.0,1041.1,195.7,659.0,11.7,520.6,27.4,17.0,37.8,20.8,8,0.45,587.5,0.313,1,0.46,607.6,0.675,25.56,9.01,0.0042,1.66,1
P_002801,18.093359,91.018223,4360.5,17.78,230.59,0.0123,47.17,-3.97,826.3,613.8,16.4,97.0,60.4,69.6,8.3,2.9,13.7,10.7,3,0.061,2252.7,0.612,1,0.211,849.3,0.148,14.69,8.76,-0.0095,4.15,3
P_002802,10.344053,68.395128,1595.32,1.92,13.76,-0.0676,49.81,0.73,836.0,727.6,33.5,14.6,367.3,108.6,6.2,1.8,10.6,8.8,4,0.285,352.6,0.719,2,0.193,92.6,0.466,1.6,0.35,-0.0161,1.93,1
P_002803,34.102113,86.899841,8100.18,14.26,270.65,-0.0091,7.9,9.7,152.4,135.1,39.6,114.9,189.2,332.9,21.8,14.6,29.0,14.5,7,0.064,2516.5,0.563,1,0.222,449.1,0.82,2.17,13.06,0.0091,1.49,1
P_002804,24.430331,83.485271,8713.33,6.33,235.33,-0.0244,34.48,-3.79,1836.1,1524.8,159.8,377.1,48.5,425.0,30.7,18.6,42.8,24.2,1,1.489,511.0,0.766,6,0.222,197.0,0.085,11.63,6.24,0.02,4.77,3
P_002805,30.47169,95.659594,7685.11,13.13,81.3,-0.0016,12.7,-2.33,1319.0,1011.0,5.3,174.2,346.0,50.5,11.1,6.1,16.1,10.0,4,1.449,2188.9,0.51,4,0.11,741.7,0.177,17.32,11.41,-0.0016,2.18,1
P_002806,31.599886,96.462848,4915.75,9.88,88.4,0.0712,37.34,-20.46,679.0,482.8,192.0,25.7,107.1,146.9,10.1,4.7,15.6,11.0,3,0.499,1918.8,0.662,3,0.059,100.0,0.381,6.71,5.49,0.0711,3.97,2
P_002807,29.541119,72.91758,5189.84,1.47,348.0,0.1075,5.25,11.7,1208.2,903.9,6.8,107.7,184.4,245.5,12.0,7.3,16.7,9.4,8,1.677,5528.1,0.86,1,0.353,1703.2,0.403,1.78,0.86,-0.0223,0.46,0
P_002808,24.332699,83.199691,1106.76,15.14,260.34,0.1226,26.66,1.51,684.1,602.8,4.0,14.9,231.1,46.1,9.1,-2.2,20.3,22.4,2,0.487,1010.9,0.786,1,0.473,3988.4,0.012,10.36,1.89,-0.1208,3.53,2
P_002809,31.814131,84.871207,4180.44,9.25,241.54,0.0369,41.93,9.34,258.5,186.6,35.4,46.7,125.0,641.3,11.9,6.1,17.6,11.5,4,1.002,459.4,0.697,1,0.719,602.7,0.03,2.39,4.37,-0.0324,0.21,0
P_002810,23.629141,87.803248,8368.36,2.31,155.99,-0.0822,25.98,-7.09,185.8,112.3,8.8,40.9,2.2,778.3,22.5,19.7,25.3,5.5,2,0.546,60.8,0.58,2,0.335,969.5,0.478,0.43,2.19,-0.0334,0.58,0
P_002811,8.777713,88.19938,5979.79,1.09,68.46,-0.2228,28.8,3.26,1714.6,1310.7,30.7,30.6,191.2,702.3,12.9,2.5,23.3,20.8,3,0.059,4830.0,0.686,2,0.134,21.8,1.071,1.87,0.74,-0.2073,2.82,2
P_002812,23.48168,84.946715,1338.97,24.44,191.33,0.026,24.45,-5.33,488.9,428.6,86.1,4.4,239.9,75.6,5.5,0.8,10.2,9.4,1,0.508,2833.1,0.683,2,0.002,642.0,0.307,11.95,3.7,-0.0051,4.38,3
P_002813,29.318901,81.321684,4301.73,15.02,108.49,-0.0134,45.69,2.67,2016.4,1758.0,10.1,26.3,376.5,1260.2,27.6,18.7,36.5,17.8,7,0.021,3853.0,0.644,3,0.075,1425.9,1.579,30.29,7.3,-0.0127,4.29,3
P_002814,36.907599,79.49288,961.45,1.49,176.95,0.0317,4.27,-11.85,2528.5,1898.8,24.5,1.3,24.0,703.2,26.0,23.3,28.7,5.4,8,0.218,1864.8,0.544,5,0.178,292.7,0.261,3.77,0.16,0.0017,3.64,2
P_002815,20.258414,92.103533,7847.7,7.24,340.31,-0.015,43.4,7.16,143.6,108.2,62.4,42.4,4.7,22.8,31.8,24.2,39.5,15.4,2,1.162,5701.0,0.946,6,0.003,201.2,0.249,1.04,6.42,0.005,3.43,2
P_002816,21.580208,89.604187,4062.12,5.65,149.4,-0.1068,20.03,-5.88,1057.6,696.2,27.8,175.9,205.5,454.8,33.2,26.6,39.8,13.2,8,0.241,403.5,0.456,5,0.198,411.9,0.069,5.98,2.6,-0.0544,3.61,2
P_002817,17.894492,94.468294,5086.39,0.71,275.09,0.0754,30.83,7.78,38.4,27.5,19.7,2.1,17.9,218.2,31.4,19.3,43.5,24.2,6,0.128,5095.0,0.587,5,0.074,563.8,0.44,0.03,0.41,-0.0751,0.01,0
P_002818,31.275462,88.067601,6534.74,13.39,29.29,0.0363,39.49,6.96,3394.8,3022.9,165.5,31.4,381.6,1274.4,26.2,16.5,35.8,19.3,7,0.17,426.1,0.738,3,0.233,1757.0,0.874,45.47,9.89,0.0178,3.91,2
P_002819,15.21601,80.76784,3996.4,10.8,301.11,0.0433,14.47,24.61,49.5,43.3,63.0,7.7,70.6,416.6,11.3,7.7,14.8,7.1,4,0.2,3517.5,0.578,1,0.295,1165.0,1.275,0.53,4.88,-0.0371,1.66,1
P_002820,18.929747,77.329193,1593.02,32.86,131.13,-0.0859,22.16,4.75,696.2,458.0,18.6,49.6,16.0,21.3,34.8,23.0,46.6,23.6,4,0.14,529.0,0.278,7,0.081,924.6,2.209,22.88,5.92,-0.0647,3.81,2
P_002821,30.282614,75.328905,2156.65,5.71,88.62,0.2244,1.1,13.69,2290.9,1854.1,51.2,26.4,269.5,773.5,18.3,10.4,26.2,15.8,6,0.313,2196.3,0.861,6,0.157,738.1,0.0,13.09,1.39,0.2243,3.93,2
P_002822,32.885857,79.992202,2052.81,10.76,131.66,-0.013,23.0,0.73,2957.5,2002.4,19.7,150.3,305.9,1501.9,23.9,15.6,32.1,16.5,4,0.224,972.1,0.688,2,0.012,1864.4,0.252,31.81,2.5,-0.0097,4.35,3
P_002823,24.695922,95.948408,4927.01,3.52,82.64,0.0458,7.88,5.93,91.9,81.1,48.2,9.2,17.7,285.2,12.3,7.4,17.2,9.8,1,0.329,181.1,0.685,1,0.382,83.0,0.019,0.32,1.96,0.0454,3.31,2
P_002824,20.29867,75.656557,4210.04,35.06,160.65,0.0464,19.44,-5.13,1688.0,1084.4,20.6,2.3,53.7,416.5,13.8,9.9,17.7,7.8,1,0.462,160.4,0.404,3,0.385,1437.0,0.773,59.19,16.68,0.0154,6.12,4
P_002825,8.43949,92.310411,6011.1,44.17,47.95,-0.0436,31.43,-3.17,1352.3,1099.8,93.4,81.4,66.8,778.1,18.0,11.2,24.8,13.7,3,0.903,7065.7,0.759,3,0.143,616.4,0.3,59.73,30.01,-0.0323,5.05,3
P_002826,24.833002,87.20252,8527.54,11.82,95.65,0.0626,47.19,-2.91,1242.8,751.1,29.2,269.9,440.9,896.9,13.8,3.1,24.6,21.5,5,1.121,2031.7,0.935,5,0.378,186.3,0.348,14.69,11.39,0.0623,2.37,1
P_002827,15.663517,93.471176,4816.59,8.97,313.77,0.0615,5.55,9.94,64.6,42.0,15.8,95.8,16.7,80.9,11.0,1.8,20.2,18.4,2,0.161,59.0,0.81,2,0.042,172.4,0.002,0.58,4.88,-0.0444,2.84,2
P_002828,15.539878,89.911229,5881.54,1.54,159.9,-0.0088,5.53,-11.6,1365.2,1058.3,15.0,488.3,177.7,125.2,15.7,4.1,27.4,23.3,2,0.114,1690.6,0.672,5,0.211,3081.0,0.908,2.1,1.02,-0.003,1.52,1
P_002829,12.188119,96.245279,1916.78,1.98,104.02,-0.0385,15.44,-5.02,1072.2,840.8,38.2,35.4,613.3,140.8,17.0,10.3,23.8,13.4,1,0.28,826.0,0.359,1,0.264,544.8,0.299,2.13,0.43,-0.0374,3.66,2
P_002830,19.29232,80.975689,3276.12,17.99,327.03,0.0277,5.72,-9.45,3363.4,2617.9,7.7,50.7,128.4,390.2,11.5,3.9,19.0,15.0,7,0.539,220.1,0.711,2,0.341,367.9,0.291,60.52,6.66,-0.0151,5.75,4
P_002831,13.87295,69.759779,6182.75,2.02,296.02,-0.1871,18.2,-5.36,194.5,166.2,9.1,68.1,35.3,18.7,28.9,20.9,37.0,16.1,1,1.117,997.0,0.741,1,0.393,4943.7,0.793,0.39,1.41,0.1681,1.65,1
P_002832,9.823968,73.00546,5274.28,6.97,289.42,-0.0034,20.38,-2.67,683.5,591.6,26.0,159.1,200.3,267.6,25.8,21.0,30.6,9.6,1,1.708,993.6,0.528,2,0.017,278.4,1.249,4.76,4.16,0.0032,3.63,2
P_002833,32.568686,80.842281,4004.83,31.63,10.56,-0.0053,46.53,-2.39,100.3,64.7,128.7,48.5,281.9,468.7,19.2,8.1,30.3,22.2,5,0.673,3626.6,0.645,3,0.616,1612.1,0.141,3.17,14.32,-0.001,2.42,1
P_002834,10.692555,89.211773,3647.09,14.55,255.4,-0.1402,0.42,-1.34,1279.0,950.9,139.8,29.7,21.9,48.6,11.8,6.9,16.6,9.7,3,0.415,573.2,0.92,2,0.417,1456.6,0.185,18.61,6.0,0.1356,2.13,1
P_002835,21.616616,82.794013,3679.01,7.78,249.43,-0.0216,37.97,1.28,1452.8,1210.6,57.5,21.5,248.8,417.8,7.9,-1.1,16.8,17.9,7,0.267,286.7,0.767,2,0.154,146.1,0.022,11.3,3.23,0.0203,4.01,3
P_002836,17.812677,75.999898,6549.84,6.84,44.54,-0.102,23.16,-9.34,170.0,119.4,39.4,10.7,53.5,1413.8,11.1,8.0,14.3,6.3,3,0.038,27.3,0.827,3,0.074,529.9,1.08,1.16,5.07,-0.0715,2.9,2
P_002837,23.047836,90.654707,5446.63,20.43,246.46,0.0451,15.03,2.29,96.6,75.5,224.5,20.2,272.1,1224.4,19.9,11.6,28.1,16.5,3,0.291,1989.1,0.606,4,0.044,1150.5,0.069,1.97,12.58,-0.0413,3.38,2
P_002838,21.151382,93.222545,1524.18,0.54,102.97,0.0935,7.51,0.38,997.6,836.2,15.0,74.0,30.7,39.3,18.2,6.6,29.8,23.3,3,0.3,4006.5,0.874,1,0.536,461.3,1.159,0.54,0.09,0.0912,2.56,2
P_002839,28.554219,93.793504,1738.14,28.37,154.75,0.0054,24.37,2.78,3111.7,2223.0,69.1,64.1,264.6,129.0,17.2,11.2,23.2,11.9,7,1.319,2660.0,0.423,3,0.068,138.2,0.169,88.28,5.57,0.0023,7.85,4
P_002840,25.818171,75.016053,8463.09,12.03,263.32,-0.2044,41.11,13.48,27.5,20.0,106.5,8.9,46.5,1293.8,33.8,27.4,40.1,12.7,6,0.491,1358.5,0.557,1,0.506,2601.0,0.535,0.33,11.51,0.203,0.9,0
P_002841,30.992682,85.16986,2081.46,1.97,168.55,-0.0757,45.65,-0.55,73.0,49.3,153.7,11.1,10.4,36.5,25.8,23.1,28.4,5.2,3,1.532,142.7,0.824,4,0.071,325.9,0.553,0.14,0.46,-0.015,3.06,2
P_002842,36.27026,85.057107,7429.9,4.32,141.55,-0.0436,23.84,-13.2,341.0,224.1,45.7,28.5,101.0,14.1,12.7,5.4,20.0,14.7,6,0.233,699.6,0.828,1,0.446,458.6,0.838,1.47,3.63,-0.0271,0.61,0
P_002843,16.257954,81.355854,4407.78,5.47,282.0,0.1438,2.73,8.07,2054.5,1380.9,4.8,108.2,49.2,208.7,26.2,22.7,29.8,7.1,1,0.547,1194.3,0.895,1,0.197,1.4,0.313,11.24,2.73,-0.1407,4.97,3
P_002844,22.456308,77.762316,2610.33,21.57,29.89,-0.0739,19.89,-8.28,699.8,613.6,53.8,21.5,169.9,66.8,31.6,24.8,38.3,13.5,8,0.543,3586.0,0.564,1,0.667,483.9,0.181,15.09,6.36,-0.0368,5.37,3
P_002845,25.318913,96.542082,5947.32,21.22,235.53,0.1346,16.16,0.67,382.9,273.8,43.2,0.0,360.5,144.5,23.0,20.0,26.0,6.0,3,0.035,22.7,0.397,3,0.022,215.9,1.023,8.12,14.26,-0.111,3.81,2
P_002846,16.243402,80.392974,2984.91,80.93,124.79,0.0431,7.87,-2.49,3004.1,2314.9,12.6,29.0,248.2,16.1,26.5,20.9,32.1,11.2,7,0.067,573.1,0.786,1,0.368,1991.1,0.333,243.14,27.3,0.0354,6.76,4
P_002847,35.007901,86.411676,4473.94,14.08,330.15,0.0634,17.13,-8.12,4000.0,2805.0,107.7,14.8,112.6,386.2,33.9,24.6,43.2,18.5,1,0.714,2098.5,0.428,7,0.065,325.1,0.656,56.32,7.12,-0.0315,5.64,4
P_002848,22.599165,78.197442,2209.02,13.48,229.77,0.0115,7.02,-8.95,82.5,51.7,94.0,44.9,90.9,466.7,26.7,17.2,36.3,19.2,3,0.613,5152.7,0.321,1,0.299,857.6,0.222,1.11,3.36,-0.0088,3.98,2
P_002849,24.981341,89.384482,1622.69,2.49,128.46,0.1384,30.44,11.33,2272.3,1864.4,35.1,65.9,319.6,861.6,30.5,23.0,37.9,14.9,4,0.772,1732.0,0.74,3,0.124,2546.3,0.459,5.66,0.46,0.1084,2.92,2
P_002850,31.785444,74.040542,549.26,8.14,337.04,0.0224,2.96,-3.01,216.7,177.4,11.8,2.2,49.5,527.9,21.0,13.0,28.9,15.9,3,0.079,485.5,0.848,1,0.671,280.4,0.908,1.76,0.51,-0.0087,3.0,2
